"CAMPAÑA"|"ID_FINCA"|"ID_ZONA"|"ID_ESTACION"|"ALTITUD"|"VARIEDAD"|"MODO"|"TIPO"|"COLOR"|"SUPERFICIE"|"PRODUCCION"
16|85984|144|15|"600-640"|"032"|2|"0"|1|0|32050.473
16|85984|144|15|"600-640"|"017"|2|"0"|1|0|33690
16|85984|144|15|"600-640"|"059"|2|"0"|1|0|28959.3
16|28847|412|15|"580-630"|"052"|2|"0"|1|0|3772.431
16|18372|412|15|"580-630"|"032"|2|"0"|1|0|11620
16|18103|412|15|"580-630"|"059"|2|"0"|1|0|13110
16|85414|412|15|"580-630"|"017"|2|"0"|1|0|2190
16|85414|412|15|"580-630"|"059"|2|"0"|1|0|35712.292
16|79188|412|15|"580-630"|"059"|2|"0"|1|0|28755.352
16|1190|412|15|"580-630"|"059"|2|"0"|1|0|27137
16|70101|412|15|"580-630"|"059"|2|"0"|1|0|7075.356
16|70039|412|15|"580-630"|"059"|2|"0"|1|0|68676.91
16|48849|412|15|"580-630"|"059"|2|"0"|1|0|18089.07
16|65920|412|15|"580-630"|"081"|1|"0"|1|0|2923.675
16|55611|412|15|"580-630"|"081"|1|"0"|1|0|11166.325
16|81554|412|15|"580-630"|"032"|2|"0"|1|0|8719.326
16|5462|412|15|"580-630"|"081"|1|"0"|1|0|1399.46
16|28477|412|15|"580-630"|"032"|2|"0"|1|0|12250.674
16|52008|412|15|"580-630"|"008"|2|"0"|0|0|53304.84
16|97942|412|15|"580-630"|"068"|1|"0"|0|0|6350
16|25816|412|15|"580-630"|"081"|1|"0"|1|0|5280.54
16|5377|449|3|"550-700"|"040"|2|"0"|1|0|6584.578
16|95372|449|15|"550-700"|"052"|1|"0"|1|0|7960
16|29743|449|15|"550-700"|"052"|1|"0"|1|0|420
16|29743|449|15|"550-700"|"052"|2|"0"|1|0|2390
16|38910|449|15|"550-700"|"081"|1|"0"|1|0|7030
16|80600|449|15|"550-700"|"052"|1|"0"|1|0|6260
16|86248|449|15|"550-700"|"017"|1|"0"|1|0|2950
16|78229|449|15|"550-700"|"068"|1|"0"|0|0|8030
16|35233|449|15|"550-700"|"087"|1|"0"|0|0|1320
16|47235|449|15|"550-700"|"068"|1|"0"|0|0|3030
16|70721|449|15|"550-700"|"015"|2|"0"|1|0|22190
16|3016|449|15|"550-700"|"017"|1|"0"|1|0|3220
16|27150|449|15|"550-700"|"059"|1|"0"|1|0|3795
16|97695|449|15|"550-700"|"052"|1|"0"|1|0|1963.3
16|71726|449|15|"550-700"|"059"|1|"0"|1|0|3795
16|51766|449|15|"550-700"|"052"|1|"0"|1|0|4806.7
16|20780|449|15|"550-700"|"059"|1|"0"|1|0|4326.5
16|17321|449|15|"550-700"|"009"|1|"0"|0|0|2460
16|17321|449|15|"550-700"|"059"|1|"0"|1|0|763.5
16|779|449|15|"550-700"|"081"|1|"0"|1|0|4780
16|20457|449|15|"550-700"|"059"|1|"0"|1|0|5415
16|75236|449|15|"550-700"|"059"|1|"0"|1|0|5415
16|26073|449|15|"550-700"|"059"|1|"0"|1|0|3530
16|53891|449|3|"550-700"|"032"|2|"0"|1|0|3961.26
16|87539|449|12|"550-700"|"059"|2|"0"|1|0|2439
16|9006|449|12|"550-700"|"059"|2|"0"|1|0|5691
16|75075|449|12|"550-700"|"017"|2|"0"|1|0|4670
16|2309|449|3|"550-700"|"052"|2|"0"|1|0|579
16|3579|449|12|"550-700"|"032"|2|"0"|1|0|248.418
16|89426|449|3|"550-700"|"032"|2|"0"|1|0|923.175
16|2913|449|3|"550-700"|"052"|2|"0"|1|0|3281
16|49345|449|3|"550-700"|"040"|2|"0"|1|0|3859.856
16|49345|449|3|"550-700"|"059"|2|"0"|1|0|295.47
16|53259|254|3|"640-690"|"059"|1|"0"|1|0|520
16|92853|254|3|"640-690"|"017"|1|"0"|1|0|897.6
16|23974|254|12|"640-690"|"059"|1|"0"|1|0|3090
16|17434|254|3|"640-690"|"017"|1|"0"|1|0|523.6
16|24060|337|12|"480"|"059"|1|"0"|1|0|1190
16|20253|337|12|"480"|"059"|2|"0"|1|0|2241.35
16|32437|337|12|"480"|"059"|2|"0"|1|0|3508.65
16|48312|337|12|"480"|"068"|1|"0"|0|0|11479.944
16|49034|759|12|"480"|"059"|1|"0"|1|0|4600.47
16|3032|759|12|"480"|"059"|1|"0"|1|0|779.76
16|24951|759|12|"480"|"017"|1|"0"|1|0|6340
16|70043|759|12|"480"|"017"|1|"0"|1|0|2310
16|72315|759|12|"480"|"059"|1|"0"|1|0|319.77
16|75402|759|12|"480"|"059"|1|"0"|1|0|2510
16|77069|885|12|"500-700"|"059"|1|"0"|1|0|7010
16|3931|885|12|"500-700"|"017"|1|"0"|1|0|5060
16|21119|885|3|"500-700"|"017"|1|"0"|1|0|400
16|21119|885|3|"500-700"|"059"|1|"0"|1|0|487.8
16|55370|885|3|"500-700"|"017"|1|"0"|1|0|1600
16|35888|885|3|"500-700"|"059"|1|"0"|1|0|2059.6
16|27166|885|3|"500-700"|"059"|1|"0"|1|0|54.2
16|5638|885|3|"500-700"|"059"|1|"0"|1|0|1355
16|1777|885|3|"500-700"|"059"|1|"0"|1|0|596.2
16|30936|885|3|"500-700"|"059"|1|"0"|1|0|867.2
16|17422|885|3|"500-700"|"017"|1|"0"|1|0|448.8
16|47258|86|12|"475-490"|"040"|1|"0"|1|0|516.372
16|47258|86|12|"475-490"|"040"|2|"0"|1|0|10362.33
16|59598|86|12|"475-490"|"032"|1|"0"|1|0|540
16|62301|86|12|"475-490"|"017"|1|"0"|1|0|1210
16|29831|86|12|"475-490"|"059"|1|"0"|1|0|704.9
16|71533|86|12|"475-490"|"059"|2|"0"|1|0|7340
16|35284|86|12|"475-490"|"059"|1|"0"|1|0|3800
16|18094|86|12|"475-490"|"059"|2|"0"|1|0|1071.61
16|75428|86|12|"475-490"|"059"|2|"0"|1|0|3213.82
16|55260|86|12|"475-490"|"059"|1|"0"|1|0|2412
16|66349|86|12|"475-490"|"059"|1|"0"|1|0|451.8
16|97845|86|12|"475-490"|"059"|1|"0"|1|0|625.1
16|200|86|12|"475-490"|"059"|1|"0"|1|0|1636.2
16|54133|86|12|"475-490"|"017"|1|"0"|1|0|780
16|9594|86|15|"475-490"|"059"|1|"0"|1|0|1096.8
16|17034|86|12|"475-490"|"059"|1|"0"|1|0|3473.2
16|74722|86|12|"475-490"|"059"|1|"0"|1|0|2610
16|16282|86|12|"475-490"|"059"|2|"0"|1|0|5814.57
16|24392|86|12|"475-490"|"040"|1|"0"|1|0|223.628
16|24392|86|12|"475-490"|"040"|2|"0"|1|0|4487.67
16|23630|86|12|"475-490"|"017"|1|"0"|1|0|4863.3
16|21215|86|12|"475-490"|"017"|1|"0"|1|0|726.7
16|74004|86|12|"475-490"|"052"|1|"0"|1|0|4020
16|35719|86|12|"475-490"|"040"|2|"0"|1|0|11460
16|23812|86|12|"475-490"|"059"|1|"0"|1|0|4400
16|22976|757|12|"460-480"|"032"|2|"0"|1|0|11450
16|30295|757|12|"460-480"|"087"|1|"0"|0|0|1280
16|54397|757|12|"460-480"|"087"|1|"0"|0|0|555.96
16|2874|757|12|"460-480"|"087"|1|"0"|0|0|667.152
16|15443|757|12|"460-480"|"087"|1|"0"|0|0|2056.888
16|91251|757|12|"460-480"|"059"|1|"0"|1|0|975
16|81717|757|12|"460-480"|"017"|1|"0"|1|0|1295
16|8982|757|12|"460-480"|"017"|2|"0"|1|0|3650
16|54823|757|12|"460-480"|"059"|1|"0"|1|0|2850
16|17068|757|12|"460-480"|"068"|1|"0"|0|0|1880
16|88632|757|12|"460-480"|"017"|1|"0"|1|0|990
16|13305|757|12|"460-480"|"017"|1|"0"|1|0|2450
16|20186|757|12|"460-480"|"017"|1|"0"|1|0|3029.5
16|45533|757|12|"460-480"|"017"|1|"0"|1|0|1120.5
16|75464|757|12|"460-480"|"081"|1|"0"|1|0|4070
16|95961|757|12|"460-480"|"017"|1|"0"|1|0|1188
16|12970|757|12|"460-480"|"017"|1|"0"|1|0|1782
16|91543|757|12|"460-480"|"032"|1|"0"|1|0|1088.7
16|5380|757|12|"460-480"|"032"|1|"0"|1|0|4641.3
16|26831|757|12|"460-480"|"017"|1|"0"|1|0|350.52
16|26831|757|12|"460-480"|"017"|2|"0"|1|0|673.44
16|447|757|12|"460-480"|"017"|1|"0"|1|0|864.108
16|447|757|12|"460-480"|"017"|2|"0"|1|0|1660.176
16|36708|757|12|"460-480"|"017"|1|"0"|1|0|2110
16|30409|757|12|"460-480"|"015"|1|"0"|1|0|340
16|75037|757|12|"460-480"|"015"|1|"0"|1|0|510
16|86011|462|19|"500-550"|"059"|1|"0"|1|0|3150
16|3014|462|19|"500-550"|"017"|1|"0"|1|0|830
16|78469|462|12|"500-550"|"081"|1|"0"|1|0|98.9
16|97661|462|19|"500-550"|"068"|1|"0"|0|0|8330
16|47709|462|12|"500-550"|"081"|1|"0"|1|0|629.556
16|85069|462|12|"500-550"|"081"|1|"0"|1|0|191.544
16|16323|468|12|"570-640"|"059"|1|"0"|1|0|975
16|25015|468|7|"570-640"|"032"|2|"0"|1|0|8986.061
16|65935|468|7|"570-640"|"052"|2|"0"|1|0|3421.6
16|70111|468|7|"570-640"|"052"|2|"0"|1|0|10020.4
16|439|468|7|"570-640"|"052"|2|"0"|1|0|6354.4
16|57191|468|7|"570-640"|"032"|2|"0"|1|0|23140
16|87552|468|7|"570-640"|"052"|2|"0"|1|0|4643.6
16|41027|468|7|"570-640"|"032"|2|"0"|1|0|11685.563
16|85952|732|12|"550-630"|"059"|1|"0"|1|0|4192
16|10602|732|12|"550-630"|"059"|1|"0"|1|0|1572
16|3969|732|7|"550-630"|"087"|1|"0"|0|0|863.5
16|3969|732|7|"550-630"|"017"|1|"0"|1|0|1136
16|35689|732|7|"550-630"|"068"|1|"0"|0|0|2445.714
16|38557|732|7|"550-630"|"059"|1|"0"|1|0|1050
16|67224|732|7|"550-630"|"068"|1|"0"|0|0|900
16|98995|732|7|"550-630"|"068"|1|"0"|0|0|2402.858
16|98995|732|7|"550-630"|"017"|1|"0"|1|0|1500
16|31622|732|7|"550-630"|"059"|2|"0"|1|0|2920.3
16|8041|732|7|"550-630"|"017"|1|"0"|1|0|284
16|71788|732|7|"550-630"|"059"|2|"0"|1|0|1873.4
16|86229|732|7|"550-630"|"059"|2|"0"|1|0|716.3
16|47874|732|7|"550-630"|"017"|1|"0"|1|0|2210
16|47874|732|7|"550-630"|"059"|1|"0"|1|0|3110
16|31890|732|7|"550-630"|"068"|1|"0"|0|0|4891.428
16|70157|732|7|"550-630"|"059"|1|"0"|1|0|1860
16|7397|732|7|"550-630"|"087"|1|"0"|0|0|706.5
16|42448|732|7|"550-630"|"009"|1|"0"|0|0|2130
16|85407|732|7|"550-630"|"059"|1|"0"|1|0|4454
16|51311|732|7|"550-630"|"059"|1|"0"|1|0|917
16|99108|732|7|"550-630"|"052"|2|"0"|1|0|7510
16|54396|732|7|"550-630"|"059"|1|"0"|1|0|3230
16|52845|732|15|"550-630"|"059"|1|"0"|1|0|3501
16|63510|732|7|"550-630"|"059"|1|"0"|1|0|393
16|62521|732|7|"550-630"|"059"|1|"0"|1|0|393
16|75832|732|7|"550-630"|"059"|1|"0"|1|0|524
16|52311|732|7|"550-630"|"059"|1|"0"|1|0|655
16|18642|732|7|"550-630"|"059"|1|"0"|1|0|2840
16|43780|732|7|"550-630"|"068"|1|"0"|0|0|2060
16|26443|585|15|"570-580"|"017"|1|"0"|1|0|1555
16|82727|585|7|"570-580"|"017"|1|"0"|1|0|2680
16|3184|585|15|"570-580"|"059"|1|"0"|1|0|4390.4
16|94553|585|15|"570-580"|"032"|2|"0"|1|0|25160
16|94553|585|15|"570-580"|"059"|2|"0"|1|0|34250
16|73443|585|7|"570-580"|"017"|2|"0"|1|0|3070
16|59757|585|15|"570-580"|"081"|1|"0"|1|0|1900
16|56227|585|15|"570-580"|"017"|1|"0"|1|0|1325.372
16|56227|585|15|"570-580"|"017"|2|"0"|1|0|2546.384
16|49541|585|7|"570-580"|"068"|1|"0"|0|0|10700
16|40129|585|15|"570-580"|"017"|1|"0"|1|0|640
16|95396|585|15|"570-580"|"068"|1|"0"|0|0|5950
16|917|585|15|"570-580"|"059"|1|"0"|1|0|4569.6
16|9209|501|12|"460-500"|"059"|2|"0"|1|0|1891.769
16|52835|501|12|"460-500"|"059"|2|"0"|1|0|2072.76
16|8986|501|12|"460-500"|"059"|2|"0"|1|0|1114.484
16|15328|501|12|"460-500"|"059"|2|"0"|1|0|1076.934
16|18408|501|12|"460-500"|"059"|2|"0"|1|0|1354.053
16|26730|501|12|"460-500"|"017"|1|"0"|1|0|246
16|83328|299|12|"440-450"|"017"|1|"0"|1|0|470
16|91179|299|12|"440-450"|"017"|2|"0"|1|0|6360.744
16|59892|299|12|"440-450"|"017"|2|"0"|1|0|44204.64
16|19740|299|12|"440-450"|"032"|2|"0"|1|0|1450
16|19740|299|12|"440-450"|"017"|2|"0"|1|0|7590
16|61845|299|12|"440-450"|"059"|1|"0"|1|0|1689.6
16|95959|299|12|"440-450"|"017"|2|"0"|1|0|1490
16|26954|299|12|"440-450"|"059"|1|"0"|1|0|5068.8
16|95661|299|12|"440-450"|"059"|1|"0"|1|0|2041.6
16|64828|299|12|"440-450"|"017"|1|"0"|1|0|240
16|21798|134|12|"455-465"|"059"|1|"0"|1|0|3347.8
16|67767|134|12|"455-465"|"052"|1|"0"|1|0|2850
16|36335|134|12|"455-465"|"017"|1|"0"|1|0|2843.148
16|23942|134|12|"455-465"|"081"|1|"0"|1|0|4930
16|27546|134|12|"455-465"|"032"|2|"0"|1|0|5330
16|3494|134|12|"455-465"|"059"|1|"0"|1|0|452.2
16|27224|134|12|"455-465"|"040"|1|"0"|1|0|170
16|88841|134|12|"455-465"|"052"|1|"0"|1|0|2900
16|99377|134|12|"455-465"|"052"|1|"0"|1|0|560
16|99377|134|12|"455-465"|"052"|2|"0"|1|0|990
16|43129|134|12|"455-465"|"059"|1|"0"|1|0|1970
16|13303|134|12|"455-465"|"032"|2|"0"|1|0|3910
16|58685|134|12|"455-465"|"052"|2|"0"|1|0|1350.843
16|33347|134|12|"455-465"|"059"|1|"0"|1|0|436.5
16|65393|134|12|"455-465"|"059"|1|"0"|1|0|436.5
16|71818|134|12|"455-465"|"059"|1|"0"|1|0|582
16|60166|134|12|"455-465"|"059"|1|"0"|1|0|1455
16|27119|134|12|"455-465"|"009"|1|"0"|0|0|275
16|24476|134|12|"455-465"|"009"|1|"0"|0|0|275
16|58948|134|12|"455-465"|"017"|1|"0"|1|0|164
16|32730|134|12|"455-465"|"059"|2|"0"|1|0|10070
16|88681|134|12|"455-465"|"017"|1|"0"|1|0|220
16|52767|134|12|"455-465"|"017"|1|"0"|1|0|220
16|9932|134|12|"455-465"|"052"|2|"0"|1|0|7730
16|90969|134|12|"455-465"|"017"|1|"0"|1|0|18878.702
16|89097|134|12|"455-465"|"017"|1|"0"|1|0|1327.492
16|51832|134|12|"455-465"|"009"|2|"0"|0|0|1770
16|77527|134|12|"455-465"|"017"|1|"0"|1|0|3580
16|95773|134|12|"455-465"|"017"|1|"0"|1|0|5920.078
16|40468|134|12|"455-465"|"017"|1|"0"|1|0|1810.58
16|76361|134|12|"455-465"|"059"|2|"0"|1|0|3202
16|25415|134|12|"455-465"|"059"|1|"0"|1|0|890
16|57203|134|12|"455-465"|"059"|1|"0"|1|0|1091.925
16|28134|134|12|"455-465"|"059"|1|"0"|1|0|6643.665
16|6732|134|12|"455-465"|"059"|1|"0"|1|0|571.32
16|12592|134|12|"455-465"|"059"|1|"0"|1|0|294.975
16|91435|134|12|"455-465"|"059"|1|"0"|1|0|334.305
16|80461|134|12|"455-465"|"059"|1|"0"|1|0|1413.81
16|19148|134|12|"455-465"|"059"|1|"0"|1|0|389
16|19148|134|12|"455-465"|"081"|2|"0"|1|0|1200
16|55014|134|12|"455-465"|"017"|1|"0"|1|0|9980
16|87148|134|12|"455-465"|"068"|1|"0"|0|0|230
16|21394|134|12|"455-465"|"052"|2|"0"|1|0|3160
16|48720|134|12|"455-465"|"059"|2|"0"|1|0|3202
16|5276|134|12|"455-465"|"059"|1|"0"|1|0|810
16|73540|134|12|"455-465"|"059"|2|"0"|1|0|3202
16|29666|134|12|"455-465"|"059"|2|"0"|1|0|6220
16|5548|134|12|"455-465"|"059"|2|"0"|1|0|3202
16|26807|134|12|"455-465"|"017"|2|"0"|1|0|2340
16|72387|134|12|"455-465"|"059"|2|"0"|1|0|3202
16|61109|134|12|"455-465"|"059"|1|"0"|1|0|1260
16|69939|134|12|"455-465"|"040"|2|"0"|1|0|3020
16|97945|441|12|"455-470"|"059"|1|"0"|1|0|1100
16|71520|441|12|"455-470"|"009"|1|"0"|0|0|1870
16|2857|441|12|"455-470"|"017"|1|"0"|1|0|320
16|64919|441|12|"455-470"|"059"|2|"0"|1|0|5940
16|66010|441|12|"455-470"|"059"|2|"0"|1|0|4160
16|89842|441|12|"455-470"|"017"|1|"0"|1|0|1145
16|21481|441|12|"455-470"|"052"|2|"0"|1|0|1890
16|98871|441|12|"455-470"|"052"|2|"0"|1|0|1890
16|90537|441|12|"455-470"|"059"|2|"0"|1|0|3547.266
16|60878|441|12|"455-470"|"017"|2|"0"|1|0|1950
16|17343|441|12|"455-470"|"059"|2|"0"|1|0|1977.96
16|62440|441|12|"455-470"|"059"|2|"0"|1|0|1246
16|10117|441|12|"455-470"|"059"|2|"0"|1|0|4338.774
16|30057|441|12|"455-470"|"059"|1|"0"|1|0|4389
16|77505|441|12|"455-470"|"017"|2|"0"|1|0|350
16|45849|441|12|"455-470"|"017"|2|"0"|1|0|350
16|39215|441|12|"455-470"|"017"|1|"0"|1|0|1970
16|86237|441|12|"455-470"|"017"|1|"0"|1|0|408.915
16|1022|441|12|"455-470"|"017"|2|"0"|1|0|2680
16|33490|441|12|"455-470"|"040"|2|"0"|1|0|1990
16|63209|441|12|"455-470"|"017"|1|"0"|1|0|2170
16|11456|441|12|"455-470"|"017"|1|"0"|1|0|4115
16|11456|441|12|"455-470"|"059"|1|"0"|1|0|4389
16|98571|441|12|"455-470"|"017"|1|"0"|1|0|150
16|70658|441|12|"455-470"|"017"|1|"0"|1|0|4115
16|39939|441|12|"455-470"|"087"|2|"0"|0|0|9220
16|85049|441|12|"455-470"|"059"|1|"0"|1|0|1670
16|46104|441|12|"455-470"|"017"|1|"0"|1|0|530
16|82511|441|12|"455-470"|"059"|2|"0"|1|0|7770
16|42474|441|12|"455-470"|"059"|2|"0"|1|0|3280
16|42915|441|12|"455-470"|"040"|1|"0"|1|0|770
16|31234|441|12|"455-470"|"017"|2|"0"|1|0|2220
16|67974|441|12|"455-470"|"017"|2|"0"|1|0|2589.843
16|46130|441|12|"455-470"|"059"|2|"0"|1|0|770
16|91517|441|12|"455-470"|"059"|2|"0"|1|0|770
16|38764|441|12|"455-470"|"059"|1|"0"|1|0|4522
16|6623|441|12|"455-470"|"017"|1|"0"|1|0|210
16|60978|441|12|"455-470"|"017"|1|"0"|1|0|210
16|56834|441|12|"455-470"|"032"|2|"0"|1|0|9410
16|11559|441|12|"455-470"|"017"|1|"0"|1|0|2339.975
16|6307|441|12|"455-470"|"017"|1|"0"|1|0|6061.583
16|96038|441|12|"455-470"|"017"|1|"0"|1|0|1672.209
16|26094|441|12|"455-470"|"017"|1|"0"|1|0|1749.044
16|91249|441|12|"455-470"|"040"|1|"0"|1|0|670
16|62778|441|19|"455-470"|"081"|1|"0"|1|0|1970
16|77107|441|12|"455-470"|"017"|1|"0"|1|0|3032
16|76911|441|12|"455-470"|"017"|1|"0"|1|0|2354.12
16|68565|441|12|"455-470"|"017"|1|"0"|1|0|890.352
16|53079|441|12|"455-470"|"017"|1|"0"|1|0|1335.528
16|32986|441|12|"455-470"|"017"|1|"0"|1|0|479.232
16|74812|441|12|"455-470"|"017"|1|"0"|1|0|1148.928
16|96004|441|12|"455-470"|"017"|1|"0"|1|0|2211.84
16|51677|441|12|"455-470"|"059"|1|"0"|1|0|1848
16|47053|441|12|"455-470"|"059"|1|"0"|1|0|3752
16|27410|441|12|"455-470"|"017"|1|"0"|1|0|1516
16|45105|441|12|"455-470"|"017"|1|"0"|1|0|3032
16|71419|441|12|"455-470"|"017"|1|"0"|1|0|2147.189
16|53020|441|12|"455-470"|"017"|2|"0"|1|0|484.872
16|26539|441|12|"455-470"|"017"|2|"0"|1|0|3735.285
16|32660|441|12|"455-470"|"017"|1|"0"|1|0|3580
16|30652|441|12|"455-470"|"052"|2|"0"|1|0|2286.726
16|98265|441|12|"455-470"|"032"|2|"0"|1|0|16080
16|36468|441|12|"455-470"|"068"|1|"0"|0|0|18710
16|36468|441|12|"455-470"|"017"|1|"0"|1|0|3630
16|59124|441|12|"455-470"|"017"|1|"0"|1|0|540
16|91975|441|12|"455-470"|"017"|1|"0"|1|0|540
16|48615|441|12|"455-470"|"081"|2|"0"|1|0|25150
16|3007|441|12|"455-470"|"017"|1|"0"|1|0|1090.62
16|24945|441|12|"455-470"|"032"|2|"0"|1|0|3150.72
16|42483|441|12|"455-470"|"032"|2|"0"|1|0|1518.72
16|57864|441|12|"455-470"|"017"|1|"0"|1|0|1145
16|35100|441|12|"455-470"|"032"|2|"0"|1|0|8470
16|79253|441|12|"455-470"|"017"|1|"0"|1|0|71.37
16|85201|441|12|"455-470"|"017"|1|"0"|1|0|383.175
16|84380|441|12|"455-470"|"017"|1|"0"|1|0|306.54
16|15770|441|12|"455-470"|"032"|2|"0"|1|0|1730.56
16|26100|441|12|"455-470"|"017"|1|"0"|1|0|1080.984
16|48453|441|12|"455-470"|"017"|2|"0"|1|0|2860
16|13587|441|12|"455-470"|"017"|1|"0"|1|0|748.396
16|13199|441|12|"455-470"|"068"|1|"0"|0|0|1190
16|42384|441|12|"455-470"|"059"|1|"0"|1|0|1100
16|88023|441|12|"455-470"|"009"|1|"0"|0|0|1530
16|3316|123|19|"500-530"|"068"|1|"0"|0|0|1380
16|88205|123|19|"500-530"|"087"|1|"0"|0|0|1748.5
16|77964|123|19|"500-530"|"087"|1|"0"|0|0|941.5
16|54183|123|19|"500-530"|"087"|1|"0"|0|0|2610
16|68971|123|19|"500-530"|"068"|1|"0"|0|0|6600
16|13531|123|19|"500-530"|"068"|1|"0"|0|0|60
16|96555|123|19|"500-530"|"068"|1|"0"|0|0|125
16|50934|123|19|"500-530"|"068"|1|"0"|0|0|70
16|22092|123|19|"500-530"|"059"|1|"0"|1|0|3670
16|90227|123|19|"500-530"|"017"|1|"0"|1|0|1180
16|19949|123|19|"500-530"|"059"|1|"0"|1|0|1131.006
16|19949|123|19|"500-530"|"059"|2|"0"|1|0|5720
16|31565|123|19|"500-530"|"068"|1|"0"|0|0|12224
16|86108|123|19|"500-530"|"043"|1|"0"|0|0|4000
16|84287|123|19|"500-530"|"059"|1|"0"|1|0|490.454
16|38645|123|19|"500-530"|"068"|1|"0"|0|0|3056
16|13040|123|19|"500-530"|"009"|1|"0"|0|0|110
16|64494|123|19|"500-530"|"017"|1|"0"|1|0|1770
16|85738|123|19|"500-530"|"068"|1|"0"|0|0|145
16|11461|123|19|"500-530"|"068"|1|"0"|0|0|100
16|52413|123|19|"500-530"|"092"|1|"0"|0|0|5420
16|63987|64|19|"540-570"|"068"|1|"0"|0|0|3421.368
16|53833|64|19|"540-570"|"068"|1|"0"|0|0|4368.632
16|98248|64|19|"540-570"|"087"|1|"0"|0|0|2820
16|13981|64|19|"540-570"|"068"|1|"0"|0|0|10240
16|48223|64|19|"540-570"|"017"|2|"0"|1|0|7670
16|3710|64|19|"540-570"|"059"|1|"0"|1|0|888.54
16|66708|52|9|"445"|"040"|2|"0"|1|0|4420
16|13333|784|9|"370"|"092"|1|"0"|0|0|9750
16|42787|203|9|"380-395"|"040"|2|"0"|1|0|14515.1
16|69470|203|9|"380-395"|"040"|2|"0"|1|0|11769
16|23093|846|9|"480-490"|"040"|2|"0"|1|0|21450
16|23093|846|9|"480-490"|"052"|2|"0"|1|0|8521.038
16|69730|846|9|"480-490"|"052"|2|"0"|1|0|15508.962
16|72495|41|9|"520"|"040"|2|"0"|1|0|12945.9
16|72495|41|9|"520"|"017"|2|"0"|1|0|19820
16|76663|7|9|"415-425"|"017"|1|"0"|1|0|700
16|77440|7|9|"415-425"|"059"|1|"0"|1|0|1012
16|67923|7|9|"415-425"|"087"|1|"0"|0|0|9500
16|67923|7|9|"415-425"|"059"|1|"0"|1|0|17420
16|66451|7|9|"415-425"|"059"|1|"0"|1|0|12144
16|13733|7|9|"415-425"|"059"|1|"0"|1|0|7084
16|25104|983|9|"390-450"|"087"|1|"0"|0|0|12690
16|25104|983|9|"390-450"|"059"|2|"0"|1|0|29540
16|93922|50|19|"555-580"|"087"|2|"0"|0|0|41750
16|93922|50|19|"555-580"|"059"|2|"0"|1|0|22340
16|59397|50|19|"555-580"|"040"|2|"0"|1|0|12690
16|59397|50|19|"555-580"|"059"|2|"0"|1|0|17110
16|17977|389|9|"470"|"092"|1|"0"|0|0|11020
16|52363|871|19|"550-610"|"059"|1|"0"|1|0|6160
16|48827|871|19|"550-610"|"040"|1|"0"|1|0|7080
16|48827|871|19|"550-610"|"017"|1|"0"|1|0|6632
16|48827|871|19|"550-610"|"059"|1|"0"|1|0|8300
16|48827|871|19|"550-610"|"040"|2|"0"|1|0|40250
16|48827|871|19|"550-610"|"017"|2|"0"|1|0|37608
16|48827|871|19|"550-610"|"059"|2|"0"|1|0|32440
16|47829|871|19|"550-610"|"092"|1|"0"|0|0|14060
16|47829|871|19|"550-610"|"017"|1|"0"|1|0|1658
16|47829|871|19|"550-610"|"017"|2|"0"|1|0|9402
16|28137|871|19|"550-610"|"087"|2|"0"|0|0|18520
16|28137|871|19|"550-610"|"059"|2|"0"|1|0|4045.201
16|86916|74|19|"550-570"|"040"|2|"0"|1|0|34670
16|79459|384|19|"550"|"017"|1|"0"|1|0|13571.7
16|15217|384|19|"550"|"017"|1|"0"|1|0|10238.3
16|15217|384|19|"550"|"059"|1|"0"|1|0|6153.6
16|15217|384|19|"550"|"032"|2|"0"|1|0|8160
16|3643|384|19|"550"|"040"|2|"0"|1|0|10770
16|41827|384|19|"550"|"059"|1|"0"|1|0|6666.4
16|31012|47|19|"520-540"|"068"|1|"0"|0|0|7470.4
16|67186|47|19|"520-540"|"032"|2|"0"|1|0|8496
16|13581|47|19|"520-540"|"017"|1|"0"|1|0|11277
16|36258|47|19|"520-540"|"017"|1|"0"|1|0|8370
16|37249|47|19|"520-540"|"017"|1|"0"|1|0|18270
16|55281|47|19|"520-540"|"065"|1|"0"|1|0|2790
16|47033|47|19|"520-540"|"059"|1|"0"|1|0|9050
16|25003|47|19|"520-540"|"017"|1|"0"|1|0|2040
16|25003|47|19|"520-540"|"059"|2|"0"|1|0|2590
16|60871|47|19|"520-540"|"081"|1|"0"|1|0|9790
16|60871|47|19|"520-540"|"059"|2|"0"|1|0|9120
16|60871|47|19|"520-540"|"081"|2|"0"|1|0|14670
16|95476|47|19|"520-540"|"068"|1|"0"|0|0|5409.6
16|95476|47|19|"520-540"|"017"|2|"0"|1|0|16730
16|95476|47|19|"520-540"|"059"|2|"0"|1|0|11924.799
16|91845|47|19|"520-540"|"059"|1|"0"|1|0|6310
16|92933|47|19|"520-540"|"017"|1|"0"|1|0|1253
16|47561|47|19|"520-540"|"017"|2|"0"|1|0|4900
16|39040|987|19|"480-500"|"081"|2|"0"|1|0|23970
16|18515|987|19|"480-500"|"032"|2|"0"|1|0|188.8
16|76949|987|19|"480-500"|"032"|2|"0"|1|0|755.2
16|64845|987|19|"480-500"|"059"|1|"0"|1|0|1940
16|74410|987|19|"480-500"|"032"|2|"0"|1|0|13575
